recipe_name,ingredients_list,cuisine,cook_time_minutes,timing,calories,servings,rating,url,img_src,directions
Best Yet Banana Mini Muffins,"['cooking spray', '½  all-purpose flour', 'teaspoon baking powder', 'teaspoon baking soda', 'bananas', 'mashed', '¾  white sugar', '⅓  melted butter', 'egg', 'beaten']",american,15,"Prep Time: 20 mins, Cook Time: 15 mins, Total Time: 35 mins, Servings: 48, Yield: 48 mini muffins",54,48,4.7,https://www.allrecipes.com/recipe/246624/best-yet-banana-mini-muffins/,https://www.allrecipes.com/thmb/5sRh3fLzVc78gkcNUzEX85pL24A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3419643-4bb71a0062704f96baaacfe80713e4d9.jpg,"Preheat the oven to 375 degrees F (190 degrees C). Grease 2 mini muffin tins with cooking spray.
Combine flour, baking powder, and baking soda in a bowl.
Blend bananas, sugar, butter, and egg together in a separate bowl. Add to flour mixture; stir batter well to combine. Scoop batter into prepared muffin cups, filling each 2/3 full.
Bake in the preheated oven until tops spring back when lightly pressed, about 15 minutes. Cool in the tins for 5 minutes. Transfer to a wire rack to cool completely."
Homemade Banana Pudding,"['⅔  white sugar', '⅓  all-purpose flour', '¼ teaspoon salt', 'eggs', 'beaten', 'milk', 'tablespoons butter', 'softened', '½ teaspoon vanilla extract', 'bananas', 'peeled and sliced', '½  package vanilla wafer cookies']",american,20,"Prep Time: 10 mins, Cook Time: 20 mins, Additional Time: 1 hrs, Total Time: 1 hrs 30 mins, Servings: 4",672,4,4.4,https://www.allrecipes.com/recipe/18990/banana-pudding-i/,https://www.allrecipes.com/thmb/_To0XqPke2KCVecPcpKhf5vNKqM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1121232-338ebde283374ad7af578b1b75843717.jpg,"Combine sugar, flour, and salt together in a medium saucepan. Add eggs and stir well. Stir in milk, and cook over low heat, stirring constantly.
When the mixture has thickened enough to coat the back of a metal spoon, remove from heat and continue to stir, cooling slightly. Stir in butter and vanilla until smooth.
Layer pudding with bananas and vanilla wafers in a serving dish. Chill at least 1 hour in the refrigerator before serving.









"
Banana Pumpkin Bread,"['ripe bananas', 'mashed', '⅓  canned pumpkin puree', '½  honey', '½  white sugar', '⅓  vegetable oil', 'large eggs', '½  all-purpose flour', 'teaspoons pumpkin pie spice', 'teaspoon baking powder', 'teaspoon baking soda', 'teaspoon ground cinnamon', '½ teaspoon salt', '¾  raisins', '½  walnut pieces']",american,45,"Prep Time: 20 mins, Cook Time: 45 mins, Total Time: 1 hrs 5 mins, Servings: 12, Yield: 1 9x5-inch loaf pan",343,12,4.3,https://www.allrecipes.com/recipe/16706/banana-pumpkin-bread/,https://www.allrecipes.com/thmb/qWCuDGxyKjrB3opVc-b_Uk7SqlU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9417823-banana-pumpkin-bread-Kim-4x3-1-ab1d9c82190448dfbd3895ecb2704c0e.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.
Stir together bananas, pumpkin, honey, sugar, vegetable oil, and eggs in a large bowl. Combine flour, pie spice, baking powder, baking soda, cinnamon, and salt in a separate bowl. Stir flour mixture into banana mixture until just combined. Fold in raisins and walnuts. Pour batter into the prepared pan.
Bake in the preheated oven until a toothpick inserted into the center of the loaf comes out clean, about 45 minutes. Cool loaf in the pan for 10 minutes before transferring to a wire rack to cool completely."
Banana Bread - Quick Bread for Machines,"['bananas', 'peeled and halved lengthwise', 'all-purpose flour', '¾  white sugar', 'large eggs', 'tablespoons vegetable oil', 'teaspoon baking powder', '½ teaspoon baking soda']",american,50,"Prep Time: 15 mins, Cook Time: 50 mins, Additional Time: 10 mins, Total Time: 1 hrs 15 mins, Servings: 10, Yield: 1 1-pound loaf",221,10,4.1,https://www.allrecipes.com/recipe/7116/banana-bread-quick-bread-for-machines/,https://www.allrecipes.com/thmb/rnEx3E6y0pgHiB7CJ7BI4IyAeuk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/59947-994cadfa087a4a55a3598a746761eaf9.jpg,"Place bananas, flour, sugar, eggs, oil, baking powder, and baking soda in the pan of the bread machine.
Select Dough setting; press Start. Mix dough until well combined and bananas are mashed, 3 to 5 minutes. Use a rubber spatula to push dough from the sides of the bread pan if necessary. Press Stop, then smooth out the top of the loaf with a rubber spatula.
Select Bake setting; press Start. Bake in the bread machine until a toothpick inserted into the center comes out clean, about 50 minutes. If there is batter on the toothpick, reset the machine on Bake and continue baking for 10 to 15 minutes.
Remove the pan from the machine. Allow bread to remain in the pan for 10 minutes before transferring it to a wire rack to cool completely."
Banana Fritters,"['bananas', 'mashed', '½  milk', 'all-purpose flour', 'teaspoons baking powder', '½ teaspoon salt', 'eggs', 'beaten', 'tablespoon margarine', 'melted', 'quart vegetable oil for frying', ""½  confectioners' sugar"", 'or as needed']",american,5,"Prep Time: 10 mins, Cook Time: 5 mins, Total Time: 15 mins, Servings: 6, Yield: 24 fritters",415,6,4.0,https://www.allrecipes.com/recipe/20490/banana-fritters/,https://www.allrecipes.com/thmb/SQ2gvInYHYmfJu9F7PKoMh_Llk4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8967567-0554817673be44669ed03ba1ec05f076.jpg,"Combine bananas and milk in a large mixing bowl; sift in flour, baking powder, and salt. Add eggs and margarine; mix well to combine.
Heat oil in a large, deep skillet to 365 degrees F (180 degrees C).
Carefully place spoonfuls of the fritter mixture into the hot oil; cook, flipping once, until golden brown, about 5 minutes. Remove, and drain on a paper towel-lined plate.
Dust fritters with confectioners' sugar and serve warm."
Blueberry Banana Bread,"['all-purpose flour', 'teaspoon baking soda', '½ teaspoon salt', 'white sugar', '½  butter', 'softened', 'large eggs', 'teaspoons vanilla extract', 'ripe bananas', 'mashed', 'fresh blueberries']",american,30,"Prep Time: 15 mins, Cook Time: 30 mins, Additional Time: 10 mins, Total Time: 55 mins, Servings: 15, Yield: 3 mini loaves",199,15,4.7,https://www.allrecipes.com/recipe/229021/blueberry-banana-bread/,https://www.allrecipes.com/thmb/1izf4qVvKPwg_eihdBCAYOVJrAI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9442923-c49b019c2e1745d3824d7b6b9f6141d9.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease 3 mini loaf pans.
Mix together flour, baking soda, and salt in a medium bowl.
Beat sugar and butter with an electric mixer in a large bowl until light in color and fluffy. Add eggs, one at a time, mixing well after each addition. Stir in vanilla extract; beat in mashed bananas. Add flour mixture a little at a time, beating until just combined into a thick batter. Fold in blueberries until evenly distributed. Pour batter into the prepared loaf pans.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, 30 to 35 minutes. Cool in the pans for 10 minutes, then transfer loaves to cool completely on a wire rack."
Almost No Fat Banana Bread,"['cooking spray', '½  all-purpose flour', '¾  white sugar', '¼ teaspoons baking powder', '½ teaspoon baking soda', '½ teaspoon ground cinnamon', 'banana', 'mashed', '¼  applesauce', 'egg whites']",american,55,"Prep Time: 10 mins, Cook Time: 55 mins, Total Time: 1 hrs 5 mins, Servings: 12, Yield: 1 8x4-inch loaf",128,12,4.4,https://www.allrecipes.com/recipe/23426/almost-no-fat-banana-bread/,https://www.allrecipes.com/thmb/iouS48gePcLe_wt9c7BuRqThN7I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1107296-99b9a09bc48e4243925ef3f01c50ad74.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Lightly grease an 8x4-inch loaf pan.
Stir flour, sugar, baking powder, baking soda, and cinnamon together in a large bowl. Add banana, applesauce, and egg whites; stir just until combined. Pour batter into the prepared pan.
Bake in preheated oven until a toothpick inserted into the center comes out clean, 50 to 55 minutes. Turn out onto a wire rack and allow to cool before slicing."
Banana Chocolate Chip Cake,"['½  all-purpose flour', '⅔  white sugar', '½ teaspoons baking powder', '¼ teaspoon salt', 'mashed bananas', '½  unsalted butter', 'melted', '¼  milk', 'large egg', '¾  semisweet chocolate chips']",american,30,"Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 24, Yield: 1 9x13-inch cake",130,24,4.5,https://www.allrecipes.com/recipe/8302/banana-chocolate-chip-cake/,https://www.allrecipes.com/thmb/RTMODXZLfuMIsrKDG-6KhKaqiLg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/424473-22c55a16c6b04c878c017342f0221dc2.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch baking dish.
Mix flour, sugar, baking powder, and salt in a large bowl. Whisk together bananas, melted butter, milk, and egg in a medium bowl. Stir banana mixture into flour mixture until just blended. Stir in chocolate chips. Pour batter into the prepared baking dish.
Bake in the preheated oven until a toothpick inserted into the center of cake comes out clean with no crumbs (melted chocolate on the toothpick is fine), 30 to 35 minutes."
Hearty Breakfast Muffins,"['carrots', 'shredded', 'bananas', 'mashed', 'zucchini', 'shredded', '¼  vegetable oil', '¼  yogurt', 'eggs', 'whole wheat flour', '½ teaspoons baking soda', '½  packed brown sugar', '½  rolled oats', '½  shredded coconut', '½  chopped pecans', '½  dried cherries', 'teaspoon ground cinnamon', 'teaspoon salt', '½ teaspoon ground ginger']",american,20,"Prep Time: 20 mins, Cook Time: 20 mins, Additional Time: 10 mins, Total Time: 50 mins, Servings: 12, Yield: 12 muffins",238,12,4.7,https://www.allrecipes.com/recipe/231643/hearty-breakfast-muffins/,https://www.allrecipes.com/thmb/NDB8nUta9ypFnDk_z5N-0qx4LwE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7399706-hearty-breakfast-muffins-den-den-4x3-1-883a377549ad401597990e4f405d9515.jpg,"Preheat the oven to 375 degrees F (190 degrees C). Grease 12 muffin cups or line with paper liners.
Mix carrots, banana, zucchini, vegetable oil, yogurt, and eggs together in a large bowl until well combined.
Whisk flour and baking soda together in a separate bowl. Mix brown sugar, oats, coconut, pecans, cherries, cinnamon, salt, and ginger into flour mixture until all ingredients are coated in flour. Stir banana mixture into flour mixture until just combined. Spoon batter into the prepared muffin cups, filling each 2/3 full.
Bake in the preheated oven until tops spring back when lightly pressed, about 18 to 22 minutes. Cool in the tin for 10 minutes. Transfer to a wire rack to cool completely."
Bob's Stuffed Banana Peppers,"['banana peppers', 'tablespoons butter', '½  chopped onion', '½  chopped celery', 'can crushed tomatoes', 'can tomato sauce', 'cloves garlic', 'minced', '½ teaspoons salt', 'divided', 'teaspoon dried basil', 'teaspoon dried oregano', '½ teaspoon ground black pepper', 'divided', '½  grated parmesan cheese', 'large egg', 'teaspoon worcestershire sauce', 'hot italian sausage', 'mild italian sausage', '½  bread crumbs']",italian,90,"Prep Time: 30 mins, Cook Time: 1 hrs 30 mins, Total Time: 2 hrs, Servings: 8, Yield: 8 stuffed peppers",603,8,4.6,https://www.allrecipes.com/recipe/23074/bobs-stuffed-banana-peppers/,https://www.allrecipes.com/thmb/eLnIkpjhk2ZiYlLBwcnOm0M44sk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/105546-9d6a9f756d1a4189b87e9a06973edc76.jpg,"Cut off the tops of peppers. Remove ribs and seeds; rinse peppers. Chop edible portion of the tops; set aside.
Bring a large pot of salted water to a boil. Add peppers, reduce heat, and simmer until tender but still firm, about 5 minutes. Drain and set aside.
Heat butter in a medium skillet over medium heat. Sauté reserved chopped pepper, onion, and celery in hot butter until tender, 3 to 5 minutes. Stir in crushed tomatoes, tomato sauce, and garlic. Season with 1 1/2 teaspoons salt, basil, oregano, and 1/4 teaspoon black pepper. Simmer uncovered for 10 minutes.
Preheat the oven to 350 degrees F (175 degrees C).
Meanwhile, combine Parmesan cheese, egg, Worcestershire sauce, 1 remaining teaspoon salt, and remaining 1/4 teaspoon black pepper in a large bowl. Mix in hot sausage, mild sausage, bread crumbs, and 1 cup tomato sauce mixture until well combined.
Fill each pepper with sausage mixture using a piping bag or sausage stuffer. Place in a 3-quart casserole dish; pour remaining tomato sauce mixture over peppers.
Bake uncovered in the preheated oven until sauce is bubbly and sausage is cooked through, about 1 hour. An instant-read thermometer inserted into the filling should read at least 160 degrees F (72 degrees C)."
Easy Kids' Recipe for Fluffy Banana Cookies,"['ripe bananas', 'mashed', 'or more to taste', '½  all-purpose flour', '½  white sugar', 'or more to taste', '¼  butter', 'melted', '¼  chopped walnuts', 'egg', 'teaspoon baking soda', '¼ teaspoon salt', 'tablespoon white sugar']",american,15,"Prep Time: 10 mins, Cook Time: 15 mins, Total Time: 25 mins, Servings: 12, Yield: 1 9x13-inch baking sheet",170,12,4.8,https://www.allrecipes.com/recipe/258838/easy-kids-recipe-for-fluffy-banana-cookies/,https://www.allrecipes.com/thmb/gQNz6ueIcUjLdOHYLeY5D8Oe61s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5416225-7bec631fefb7493395bc541d649bc96a.jpg,"Preheat oven to 325 degrees F (165 degrees C). Line a baking sheet with parchment paper.
Place bananas, flour, 1/2 cup sugar, butter, walnuts, egg, baking soda, and salt in a bowl. Mix until well combined. Drop 3 tablespoonfuls of dough 2 to 3 inches apart onto baking sheet. Sprinkle 1 tablespoon sugar on top.
Bake in the preheated oven until golden brown and edges are set, 15 to 20 minutes."
Easy Mango Banana Smoothie,"['mangos - peeled', 'seeded', 'and sliced', 'bananas', 'vanilla yogurt', 'milk']",american,32,"Prep Time: 10 mins, Total Time: 10 mins, Servings: 8",138,8,4.5,https://www.allrecipes.com/recipe/231851/easy-mango-banana-smoothie/,https://www.allrecipes.com/thmb/kxoD3dghe_cR58zI2pccBfAe-Dk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6236089-780238d875594b00871a5cbbd37a8a36.jpg,"Combine mangos, banana, vanilla yogurt, and milk in a blender; blend until smooth."
Strawberry Banana Protein Smoothie,"['¼  sliced fresh strawberries', 'banana', 'whole almonds', 'tablespoons water', 'ice cubes', 'tablespoons chocolate flavored protein powder']",american,32,"Prep Time: 10 mins, Total Time: 10 mins, Servings: 1",368,1,4.7,https://www.allrecipes.com/recipe/160708/strawberry-banana-protein-smoothie/,https://www.allrecipes.com/thmb/OO3ZPO_khw2J0PLTojgOY6bM4T8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/404644-strawberry-banana-protein-smoothie-Alberta-Rose-4x3-1-8c15bbb36b964fe3a3fda4a52f5cd546.jpg,"Place strawberries, banana, almonds, and water into a blender; blend to combine. Add ice cubes and puree until smooth. Add protein powder and mix until evenly incorporated, about 30 seconds."
Baked Banana Chips,"['just-ripe bananas', 'sliced in -inch-thick rounds', 'or more as needed', 'teaspoon lemon juice', 'or to taste']",american,120,"Prep Time: 10 mins, Cook Time: 2 hrs, Additional Time: 5 mins, Total Time: 2 hrs 15 mins, Servings: 2",112,2,2.3,https://www.allrecipes.com/recipe/261342/baked-banana-chips/,https://www.allrecipes.com/thmb/oku5II_Qq44jrHy3xNvd4hmTvk8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4577553-a46106cf85c44818872e34ccf241fbda.jpg,"Preheat the oven to 225 degrees F (110 degrees C). Line a baking sheet with parchment paper.
Spread banana slices out onto the prepared baking sheet, making sure slices are not touching. Brush with lemon juice.
Bake in the preheated oven for 90 minutes. Check bananas, lifting slices up to separate from the paper once or twice. Continue baking until bananas are dried out, 30 to 90 minutes more.
Let bananas cool until crispy, at least 5 minutes."
Porridge,"['½  water', 'rolled oats', 'tablespoon white sugar', 'teaspoon salt', 'bananas', 'sliced', 'pinch ground cinnamon', '½  cold milk']",american,10,"Prep Time: 5 mins, Cook Time: 10 mins, Total Time: 15 mins, Servings: 4",162,4,3.7,https://www.allrecipes.com/recipe/73155/porridge/,https://www.allrecipes.com/thmb/iSRth631r0KKaOK6b0Apu-h-lVw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Porridge-2000-17e03710414c47319d080ba4e72b6d74.jpg,"Combine water, oats, sugar, and salt in a saucepan. Add bananas and cinnamon. Bring to a boil, then reduce heat to low, and simmer until the liquid has been absorbed, stirring frequently.
Pour into bowls, and top each with a splash of cold milk."
Brown Sugar Banana Bread,"['ripe bananas', 'cut into chunks', '¼  light brown sugar', '½  butter', 'softened', 'egg', 'teaspoon cinnamon', 'teaspoon vanilla extract', '¼  whole milk', 'all-purpose flour', '½ teaspoon baking soda', 'teaspoon baking powder', '½ teaspoon kosher salt']",american,40,"Prep Time: 15 mins, Cook Time: 40 mins, Total Time: 55 mins, Servings: 8, Yield: 1 9x5-inch loaf",425,8,4.5,https://www.allrecipes.com/recipe/214581/brown-sugar-banana-bread/,https://www.allrecipes.com/thmb/3pf8yq4S9miY7dA1fg1m0kgbSgE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7843571-d8fee443115d437b88c2242cfa85d17a.jpg,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.
Place the bananas into a large plastic zipper bag, seal the bag, and smoosh the bananas with your fingers until very well mashed. Set the bananas aside. Place the brown sugar and butter into a mixing bowl, and mix on medium speed with an electric mixer until light and fluffy, 1 to 2 minutes. Cut a corner from the plastic bag, and squeeze the mashed bananas into the bowl of brown sugar mixture. With the electric mixer on medium speed, beat in the bananas, egg, cinnamon, vanilla extract, and milk until the mixture is well combined. Switch the mixer to low speed, and gradually beat in the flour, baking soda, baking powder, and kosher salt just until the batter is smooth, about 1 minute. Spread the batter into the prepared loaf pan.
Bake in the preheated oven until the bread is set and lightly browned on top, about 40 minutes. A toothpick inserted into the center of the loaf should come out clean.









"
